Loan_ID,Acc_ID,Dist_ID,LoanDate,Amount,Duration,Payments,Status,Purpose
L00005482,A00002496,59,7/29/1997,165120,60,2752,C,home
L00006014,A00004999,1,7/30/1997,165168,36,4588,C,home
L00005265,A00001498,64,7/31/1997,165780,60,2763,C,home
L00004973,A00000067,1,8/4/1997,165960,24,6915,A,home
L00005316,A00001801,64,8/4/1997,165960,36,4610,A,home
L00007055,A00010079,1,8/9/1997,167100,60,2785,C,home
L00005956,A00004725,1,8/10/1997,168264,36,4674,C,home
L00007241,A00011021,1,8/10/1997,168984,24,7041,B,home
L00005390,A00002167,59,8/12/1997,170256,24,7094,A,home
L00006552,A00007632,1,8/15/1997,170448,48,3551,C,home
L00006755,A00008713,1,8/15/1997,170700,60,2845,C,home
L00006078,A00005283,1,8/15/1997,170832,48,3559,C,home
L00006841,A00009104,1,8/17/1997,172080,48,3585,A,home
L00005304,A00001718,64,8/20/1997,172272,24,7178,C,home
L00006734,A00008547,1,8/21/1997,173016,36,4806,C,home
L00006066,A00005228,1,8/22/1997,173808,24,7242,A,home
L00006732,A00008533,1,8/23/1997,174048,48,3626,C,home
L00006111,A00005428,1,8/24/1997,174744,24,7281,B,home
L00006112,A00005442,1,8/26/1997,174744,24,7281,B,home
L00005698,A00003556,1,8/26/1997,174840,60,2914,C,home
L00005699,A00003562,1,8/27/1997,174960,24,7290,C,home
L00006961,A00009645,1,8/28/1997,176148,36,4893,C,home
L00005360,A00002035,59,8/30/1997,176328,36,4898,C,home
L00006147,A00005602,1,8/30/1997,177504,48,3698,C,home
L00005624,A00003166,18,8/31/1997,177744,48,3703,D,home
L00006196,A00005837,1,9/1/1997,177804,36,4939,C,home
L00005140,A00000873,64,9/5/1997,178500,60,2975,C,home
L00006011,A00004981,1,9/6/1997,179328,48,3736,C,home
L00006302,A00006397,1,9/7/1997,181020,60,3017,C,home
L00005409,A00002218,59,9/7/1997,182040,60,3034,C,home
L00007262,A00011135,1,9/7/1997,182628,36,5073,A,home
L00005209,A00001250,64,9/8/1997,182640,48,3805,C,home
L00006207,A00005912,1,9/9/1997,184620,60,3077,C,home
L00005226,A00001318,64,9/12/1997,185544,36,5154,C,home
L00006746,A00008639,1,9/14/1997,185640,60,3094,C,home
L00005414,A00002228,59,9/15/1997,185952,48,3874,C,home
L00006793,A00008931,1,9/20/1997,186300,60,3105,C,home
L00006810,A00009006,1,9/21/1997,186384,48,3883,C,home
L00005136,A00000846,64,9/23/1997,187104,24,7796,A,home
L00005045,A00000347,70,9/24/1997,187224,24,7801,B,home
L00005158,A00001004,64,9/26/1997,188532,36,5237,C,home
L00006908,A00009353,1,9/28/1997,188616,24,7859,C,home
L00006933,A00009493,1,9/30/1997,188688,48,3931,C,home
L00005151,A00000960,64,10/1/1997,189060,60,3151,C,home
L00006836,A00009093,1,10/2/1997,189300,60,3155,C,home
L00006594,A00007824,1,10/4/1997,189696,24,7904,B,home
L00006589,A00007815,1,10/7/1997,189696,24,7904,A,home
L00005293,A00001656,64,10/8/1997,189792,48,3954,C,home
L00005270,A00001528,64,10/11/1997,191088,48,3981,C,home
L00006872,A00009227,1,10/14/1997,191580,60,3193,C,home
L00006545,A00007606,1,10/14/1997,191880,60,3198,C,home
L00005176,A00001106,64,10/17/1997,192552,24,8023,B,home
L00005887,A00004448,1,10/19/1997,192744,36,5354,A,home
L00005886,A00004447,1,10/20/1997,192744,36,5354,C,home
L00006072,A00005256,1,10/21/1997,193968,36,5388,A,home
L00006442,A00007082,1,10/22/1997,194160,48,4045,C,home
L00005281,A00001580,64,10/23/1997,194256,24,8094,C,home
L00007129,A00010404,1,10/24/1997,194280,60,3238,C,home
L00006403,A00006924,1,11/1/1997,194880,48,4060,C,home
L00007036,A00010019,1,11/4/1997,194940,36,5415,C,home
L00006580,A00007769,1,11/4/1997,196080,48,4085,A,home
L00007171,A00010650,1,11/5/1997,196224,48,4088,C,home
L00005072,A00000472,64,11/9/1997,196800,24,8200,D,home
L00007226,A00010940,1,11/9/1997,197748,36,5493,A,home
L00007181,A00010679,1,11/12/1997,197808,24,8242,C,home
L00007166,A00010630,1,11/24/1997,198240,24,8260,A,home
L00005450,A00002345,59,11/26/1997,199680,60,3328,C,home
L00005470,A00002456,59,11/27/1997,200976,48,4187,C,home
L00005312,A00001772,64,11/28/1997,202788,36,5633,C,home
L00006097,A00005362,1,11/30/1997,202848,48,4226,C,home
L00006468,A00007176,1,11/30/1997,203940,60,3399,C,home
L00005160,A00001011,64,12/6/1997,204000,60,3400,C,home
L00005963,A00004746,1,12/6/1997,204780,60,3413,C,home
L00005351,A00001978,59,12/8/1997,205200,36,5700,A,home
L00005674,A00003418,1,12/8/1997,207264,48,4318,C,home
L00005126,A00000790,64,12/8/1997,208128,48,4336,B,home
L00006647,A00008051,1,12/9/1997,208320,48,4340,A,home
L00007168,A00010645,1,12/9/1997,208332,36,5787,C,home
L00005334,A00001876,64,12/10/1997,209040,24,8710,C,home
L00006120,A00005481,1,12/11/1997,209184,48,4358,A,home
L00005086,A00000525,64,12/11/1997,210384,48,4383,C,home
L00007035,A00010005,1,12/13/1997,210744,36,5854,C,home
L00006336,A00006555,1,12/20/1997,212400,36,5900,A,home
L00005823,A00004144,1,12/21/1997,212976,36,5916,C,home
L00005989,A00004852,1,12/24/1997,213300,36,5925,C,home
L00007255,A00011096,1,12/25/1997,213300,60,3555,C,home
L00005369,A00002080,59,12/25/1997,214596,36,5961,C,home
L00006861,A00009179,1,12/26/1997,215040,60,3584,C,home
L00007066,A00010131,1,12/27/1997,215388,36,5983,B,home
L00005128,A00000808,64,12/28/1997,215616,48,4492,D,home
L00007243,A00011042,1,12/28/1997,217152,36,6032,A,home
L00007037,A00010022,1,12/28/1997,218064,48,4543,C,home
L00005973,A00004784,1,12/28/1997,219456,48,4572,C,home
L00006660,A00008094,1,12/31/1997,220428,36,6123,C,home
L00006568,A00007713,1,1/2/1998,220440,60,3674,C,home
L00006715,A00008411,1,1/3/1998,220620,60,3677,C,home
L00005876,A00004413,1,1/3/1998,221280,48,4610,C,home
L00006142,A00005591,1,1/4/1998,221880,60,3698,C,home
L00005625,A00003189,59,1/6/1998,222180,60,3703,D,home
L00006686,A00008260,1,1/8/1998,224604,36,6239,A,home
L00006151,A00005628,1,1/11/1998,225420,60,3757,C,home
L00006932,A00009491,1,1/11/1998,225504,48,4698,C,home
L00006808,A00008982,1,1/12/1998,227880,36,6330,A,home
L00006940,A00009510,1,1/15/1998,228276,36,6341,C,home
L00006738,A00008566,1,1/17/1998,230220,36,6395,B,home
L00005428,A00002262,59,1/18/1998,230220,36,6395,C,home
L00005051,A00000378,70,1/19/1998,230400,60,3840,C,home
L00005520,A00002699,1,1/20/1998,231168,48,4816,C,home
L00007057,A00010093,1,1/21/1998,231696,36,6436,A,home
L00006178,A00005742,1,1/22/1998,232560,48,4845,C,home
L00006173,A00005724,1,1/23/1998,232560,48,4845,C,home
L00007049,A00010063,1,1/25/1998,233424,36,6484,C,home
L00006450,A00007099,1,1/26/1998,234336,48,4882,C,home
L00006675,A00008158,1,1/26/1998,238716,36,6631,C,home
L00007088,A00010233,1,1/27/1998,239160,60,3986,C,home
L00005319,A00001811,64,1/27/1998,239460,60,3991,C,home
L00006083,A00005305,1,1/29/1998,240528,48,5011,C,home
L00006748,A00008645,1,2/5/1998,240900,60,4015,C,home
L00006955,A00009627,1,2/5/1998,244368,48,5091,C,home
L00005837,A00004260,1,2/7/1998,244560,60,4076,C,home
L00006698,A00008327,1,2/8/1998,247728,48,5161,C,home
L00006255,A00006158,1,2/9/1998,247920,48,5165,D,home
L00006254,A00006157,1,2/10/1998,247920,48,5165,C,home
L00005310,A00001762,64,2/12/1998,248148,36,6893,A,home
L00005350,A00001967,59,2/13/1998,249312,48,5194,C,home
L00007164,A00010613,1,2/15/1998,249792,48,5204,C,home
L00005060,A00000426,70,2/18/1998,252060,60,4201,D,home
L00005170,A00001071,64,2/24/1998,253200,60,4220,C,home
L00005169,A00001068,64,2/24/1998,253200,60,4220,C,home
L00005606,A00003084,18,2/25/1998,253512,36,7042,D,home
L00005614,A00003137,18,2/28/1998,253560,60,4226,C,home
L00006012,A00004994,1,3/1/1998,258444,36,7179,C,home
L00007104,A00010320,1,3/1/1998,259740,60,4329,A,home
L00007176,A00010663,1,3/7/1998,260028,36,7223,A,home
L00006655,A00008085,1,3/7/1998,260400,60,4340,D,home
L00007122,A00010365,1,3/8/1998,260640,36,7240,D,home
L00005082,A00000501,64,3/11/1998,262980,60,4383,C,home
L00006725,A00008489,1,3/12/1998,265320,36,7370,A,home
L00004988,A00000103,1,3/13/1998,265320,36,7370,D,home
L00006712,A00008405,1,3/15/1998,266220,60,4437,C,home
L00007147,A00010478,1,3/16/1998,267600,48,5575,C,home
L00005556,A00002872,25,3/23/1998,268320,60,4472,C,home
L00007167,A00010644,1,3/30/1998,269964,36,7499,C,home
L00006296,A00006358,1,3/31/1998,270384,48,5633,C,home
L00006244,A00006118,1,4/2/1998,270648,36,7518,B,home
L00005365,A00002055,59,4/11/1998,271260,60,4521,C,home
L00005719,A00003664,1,4/16/1998,271584,48,5658,C,home
L00006851,A00009138,1,4/16/1998,272220,60,4537,D,home
L00006859,A00009167,1,4/17/1998,272220,60,4537,C,home
L00005568,A00002933,18,4/19/1998,272520,60,4542,C,home
L00007240,A00011013,1,4/19/1998,274740,60,4579,A,home
L00005644,A00003293,59,4/19/1998,276084,36,7669,C,home
L00006073,A00005263,1,4/19/1998,276300,60,4605,C,home
L00006232,A00006051,1,4/23/1998,276660,36,7685,B,home
L00005593,A00003037,18,4/23/1998,277884,36,7719,D,home
L00006962,A00009646,1,4/27/1998,279072,48,5814,C,home
L00007295,A00011328,1,4/28/1998,280440,60,4674,C,home
L00005148,A00000940,64,4/28/1998,284280,60,4738,C,home
L00006877,A00009241,1,4/29/1998,285240,60,4754,C,home
L00006153,A00005632,1,5/5/1998,285600,60,4760,C,home
L00006736,A00008558,1,5/7/1998,288360,60,4806,C,home
L00006526,A00007523,1,5/12/1998,288468,36,8013,A,home
L00006435,A00007045,1,5/15/1998,288720,48,6015,C,home
L00006007,A00004949,1,5/17/1998,289920,48,6040,C,home
L00006175,A00005735,1,5/17/1998,290700,60,4845,D,home
L00005354,A00002000,59,5/21/1998,290820,60,4847,C,home
L00005469,A00002445,59,5/21/1998,293160,60,4886,C,home
L00005363,A00002051,59,5/22/1998,293880,60,4898,D,home
L00006350,A00006678,1,5/24/1998,294384,48,6133,C,home
L00005395,A00002176,59,5/27/1998,299088,36,8308,B,home
L00005918,A00004576,1,5/28/1998,300204,36,8339,A,home
L00007001,A00009859,1,5/28/1998,300600,60,5010,C,home
L00006087,A00005313,1,5/29/1998,300660,60,5011,C,home
L00007085,A00010202,1,5/29/1998,305424,48,6363,C,home
L00005758,A00003859,1,5/30/1998,307200,60,5120,D,home
L00005145,A00000915,64,6/1/1998,309552,48,6449,C,home
L00006540,A00007562,1,6/3/1998,309600,48,6450,C,home
L00006695,A00008320,1,6/5/1998,309660,60,5161,C,home
L00007050,A00010065,1,6/6/1998,311232,48,6484,C,home
L00007227,A00010942,1,6/8/1998,314520,60,5242,C,home
L00005435,A00002279,59,6/8/1998,314688,48,6556,C,home
L00005724,A00003678,1,6/10/1998,316140,60,5269,D,home
L00007292,A00011317,1,6/11/1998,317460,60,5291,C,home
L00006028,A00005072,1,6/15/1998,317520,60,5292,C,home
L00004967,A00000037,1,6/16/1998,318480,60,5308,D,home
L00006550,A00007614,1,6/18/1998,320592,48,6679,C,home
L00006063,A00005213,1,6/18/1998,320976,48,6687,D,home
L00005611,A00003115,18,6/21/1998,321180,60,5353,C,home
L00005889,A00004456,1,6/23/1998,321240,60,5354,C,home
L00006235,A00006062,1,6/25/1998,321360,60,5356,C,home
L00006821,A00009037,1,6/27/1998,321936,48,6707,C,home
L00006038,A00005120,1,7/1/1998,323472,48,6739,A,home
L00005865,A00004354,1,7/5/1998,327660,60,5461,C,home
L00007004,A00009869,1,7/8/1998,331560,60,5526,C,home
L00005042,A00000330,70,7/11/1998,331584,48,6908,C,home
L00006705,A00008381,1,7/11/1998,333648,48,6951,D,home
L00005772,A00003906,1,7/12/1998,334620,60,5577,C,home
L00005991,A00004858,1,7/12/1998,335184,48,6983,D,home
L00005532,A00002754,29,7/12/1998,335280,48,6985,C,home
L00007195,A00010774,1,7/12/1998,339168,48,7066,C,home
L00006938,A00009504,1,7/14/1998,341280,60,5688,C,home
L00005418,A00002245,59,7/16/1998,347952,48,7249,C,home
L00007100,A00010280,1,7/18/1998,348120,60,5802,C,home
L00006118,A00005477,1,7/19/1998,349392,48,7279,C,home
L00004989,A00000105,1,7/24/1998,352704,48,7348,C,home
L00005063,A00000442,70,7/27/1998,357840,48,7455,D,home
L00006006,A00004948,1,7/29/1998,359760,60,5996,C,home
L00005494,A00002572,46,8/3/1998,360000,48,7500,C,home
L00006239,A00006083,1,8/15/1998,360864,48,7518,D,home
L00006109,A00005422,1,8/20/1998,368880,60,6148,C,home
L00005041,A00000319,70,8/29/1998,369000,60,6150,C,home
L00006585,A00007795,1,8/30/1998,372120,60,6202,C,home
L00006926,A00009455,1,9/2/1998,374760,60,6246,C,home
L00005563,A00002912,18,9/2/1998,380160,60,6336,C,home
L00005174,A00001093,64,9/9/1998,385104,48,8023,C,home
L00007209,A00010857,1,9/9/1998,385560,60,6426,D,home
L00005318,A00001808,64,9/10/1998,385584,48,8033,C,home
L00005282,A00001583,64,9/12/1998,388512,48,8094,D,home
L00005236,A00001374,64,9/15/1998,389136,48,8107,C,home
L00005589,A00003005,18,9/18/1998,390000,48,8125,C,home
L00006554,A00007637,1,9/21/1998,390096,48,8127,C,home
L00006338,A00006592,1,9/22/1998,390660,60,6511,C,home
L00007271,A00011186,1,9/22/1998,392460,60,6541,C,home
L00005329,A00001862,64,9/24/1998,396120,60,6602,C,home
L00006272,A00006226,1,9/27/1998,398640,60,6644,C,home
L00006055,A00005181,1,9/30/1998,399120,60,6652,C,home
L00005938,A00004650,1,10/5/1998,402000,60,6700,C,home
L00005830,A00004190,1,10/5/1998,405780,60,6763,C,home
L00006237,A00006075,1,10/6/1998,407952,48,8499,D,home
L00005419,A00002246,59,10/7/1998,415800,60,6930,C,home
L00006704,A00008377,1,10/8/1998,417060,60,6951,C,home
L00007154,A00010520,1,10/11/1998,417600,60,6960,C,home
L00007304,A00011349,1,10/12/1998,419880,60,6998,C,home
L00007101,A00010297,1,10/14/1998,421008,48,8771,C,home
L00005491,A00002545,46,10/29/1998,428784,48,8933,C,home
L00005561,A00002910,18,10/30/1998,437460,60,7291,C,home
L00005725,A00003679,1,11/4/1998,444864,48,9268,C,home
L00005731,A00003711,1,11/8/1998,460980,60,7683,D,home
L00006228,A00006034,1,11/10/1998,464520,60,7742,B,home
L00005970,A00004774,1,11/17/1998,465072,48,9689,C,home
L00005976,A00004794,1,11/21/1998,465504,48,9698,D,home
L00005486,A00002516,46,11/22/1998,466608,48,9721,C,home
L00005043,A00000339,70,11/25/1998,468060,60,7801,C,home
L00006625,A00007966,1,11/27/1998,473280,60,7888,D,home
L00006415,A00006950,1,12/1/1998,475680,48,9910,C,home
L00007142,A00010451,1,12/2/1998,482940,60,8049,D,home
L00006436,A00007049,1,12/2/1998,495180,60,8253,C,home
L00005569,A00002936,18,12/5/1998,504000,60,8400,C,home
L00005132,A00000817,64,12/5/1998,538500,60,8975,C,home
L00005447,A00002335,59,12/6/1998,541200,60,9020,D,home
L00006791,A00008926,1,12/6/1998,566640,60,9444,C,home
L00006534,A00007542,1,12/8/1998,590820,60,9847,C,home
